Age,Work Class,FNLWGT,HS Grad,Education,Education Num,Marital Status,Occupation,Relationship,Race,Sex,Cap Gain,Cap Loss,Hours/Wk,Native Country,Annual Salary
22, Private,34443,TRUE, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
50, Private,268553,TRUE, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
20, ?,41356,TRUE, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Female,0,0,32, United-States, <=50K
43, Private,459342,TRUE, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov,148549,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,254293,TRUE, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,45, United-States, <=50K
54, Private,104501,TRUE, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
26, Private,238367,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,180439,TRUE, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-inc,100029,TRUE, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
54, Private,215990,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,44, United-States, >50K
32, State-gov,111567,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States, >50K
46, Private,319163,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
60, ?,160155,TRUE, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, <=50K
52, Local-gov,378045,TRUE, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private,177083,TRUE, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-inc,119891,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,40, United-States, <=50K
57, Private,127779,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,299353,TRUE, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,63861,TRUE, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,112403,TRUE, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private,83610,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,66, United-States, >50K
28, Private,452808,FALSE, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,176871,TRUE, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private,100651,TRUE, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,1980,40, United-States, <=50K
17, Private,266134,FALSE, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
54, Local-gov,196307,FALSE, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,87891,TRUE, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,182314,TRUE, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
55, ?,136819,TRUE, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,181666,TRUE, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, ?, <=50K
37, Private,179671,FALSE, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,27494,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States, >50K
38, Private,338320,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
51, Private,199688,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
41, Private,96635,TRUE, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
24, Private,165064,TRUE, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc,109856,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
33, Private,82393,TRUE, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private,209538,FALSE, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,209891,TRUE, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc,56026,TRUE, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K
35, Private,210844,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
43, Private,117158,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
40, Private,193144,TRUE, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
19, Self-emp-not-inc,137578,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,53, United-States, <=50K
23, Private,234108,TRUE, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K
40, Private,155767,TRUE, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private,110820,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, >50K
43, Private,403276,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc,147269,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, ?, <=50K
53, Private,123092,TRUE, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,165673,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
68, Self-emp-inc,182131,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,0,20, United-States, >50K
41, Private,204415,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
32, Self-emp-not-inc,92531,TRUE, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, State-gov,157028,TRUE, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,228649,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,147253,TRUE, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
33, Private,160784,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov,163189,TRUE, Some-college,10, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private,146343,TRUE, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
20, Private,225811,TRUE, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,23, United-States, <=50K
68, State-gov,202699,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,42, ?, >50K
58, Private,374108,TRUE, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,93930,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,412248,TRUE, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
30, Private,427474,FALSE, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
67, State-gov,160158,TRUE, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
26, Private,159603,TRUE, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
53, Self-emp-not-inc,101017,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
27, Local-gov,163862,TRUE, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Without-pay,212588,TRUE, Some-college,10, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States, <=50K
38, State-gov,321943,TRUE, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private,317702,FALSE, 9th,5, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private,287480,TRUE, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
52, Private,135607,TRUE, Some-college,10, Widowed, Other-service, Unmarried, Black, Female,0,0,40, ?, <=50K
28, Private,168514,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
18, Private,88642,TRUE, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
28, Private,227104,TRUE, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private,157289,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,213321,TRUE, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private,294907,FALSE, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
30, Private,251411,TRUE, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,183594,TRUE, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,189565,TRUE, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,50, United-States, <=50K
55, Private,217802,TRUE, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,25, United-States, <=50K
20, Private,388156,TRUE, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
54, Private,447555,FALSE, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,204098,FALSE, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Private,193882,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, <=50K
17, ?,89870,FALSE, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
48, State-gov,49595,TRUE, Masters,14, Divorced, Protective-serv, Not-in-family, White, Male,0,0,72, United-States, <=50K
34, Private,228873,TRUE, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
66, ?,108185,FALSE, 9th,5, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private,176027,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, ?,405374,TRUE, Some-college,10, Separated, ?, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private,39606,TRUE, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private,178353,TRUE, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private,160662,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc,196328,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Jamaica, <=50K
45, Private,20534,TRUE, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,41, United-States, <=50K
29, Self-emp-inc,156815,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,360252,TRUE, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private,245056,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
33, Local-gov,422718,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,118081,TRUE, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,3103,0,42, United-States, <=50K
25, Private,262978,TRUE, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private,187577,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
69, ?,259323,TRUE, Prof-school,15, Divorced, ?, Not-in-family, White, Male,0,0,5, United-States, <=50K
37, Private,160920,TRUE, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,194247,TRUE, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private,134367,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,24, United-States, >50K
17, Private,123335,FALSE, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
27, Local-gov,332249,TRUE, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private,358124,TRUE, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
55, Private,208019,FALSE, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private,318452,FALSE, 11th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private,207779,TRUE, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,238376,FALSE, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
51, Private,673764,TRUE, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
67, State-gov,239705,TRUE, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,12, ?, <=50K
40, Private,133974,TRUE, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private,138285,TRUE, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
23, Private,152140,TRUE, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Local-gov,287920,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Private,289572,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
43, State-gov,78765,TRUE, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
25, State-gov,99076,TRUE, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,2597,0,50, United-States, <=50K
36, Self-emp-not-inc,224886,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,40, United-States, <=50K
58, Private,206532,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,129529,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Local-gov,202473,TRUE, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,162312,TRUE, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
45, Private,72844,TRUE, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States, <=50K
49, Private,206947,TRUE, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,64112,FALSE, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov,20057,TRUE, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Philippines, <=50K
42, State-gov,222884,TRUE, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,132683,TRUE, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
73, ?,177773,TRUE, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States, <=50K
59, Self-emp-not-inc,144071,FALSE, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,2580,0,15, El-Salvador, <=50K
28, Private,148429,TRUE, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885,0,40, United-States, <=50K
19, Private,168601,FALSE, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
31, State-gov,78291,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Federal-gov,243929,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
21, Private,215039,TRUE, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,13, ?, <=50K
47, Self-emp-not-inc,185673,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private,121142,TRUE, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private,173858,FALSE, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
59, ?,87247,FALSE, 10th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, England, <=50K
43, Private,334991,TRUE, Some-college,10, Separated, Transport-moving, Unmarried, White, Male,4934,0,51, United-States, >50K
48, Private,93476,TRUE, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,2001,40, United-States, <=50K
44, Private,174283,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
44, Private,128676,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private,205844,TRUE, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Private,62535,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
50, Private,240612,TRUE, HS-grad,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,10, United-States, <=50K
33, Private,176992,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Local-gov,254127,TRUE, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,50, United-States, <=50K
30, ?,138744,TRUE, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,128460,FALSE, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, State-gov,56582,TRUE, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
52, Private,153751,FALSE, 9th,5, Separated, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
26, Private,284343,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, State-gov,312692,TRUE, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,12, United-States, <=50K
28, Private,111520,FALSE, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
50, Self-emp-inc,304955,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private,288598,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
61, Self-emp-not-inc,117387,FALSE, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
32, Private,230484,FALSE, 7th-8th,4, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Federal-gov,319280,TRUE, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov,186416,TRUE, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov,147372,TRUE, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,2444,40, United-States, >50K
36, Private,145933,TRUE, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,2258,70, United-States, <=50K
28, Private,110164,TRUE, Some-college,10, Divorced, Other-service, Other-relative, Black, Male,0,0,24, United-States, <=50K
49, Private,225454,TRUE, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-not-inc,220342,FALSE, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc,144002,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private,225365,TRUE, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
36, Private,187983,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
21, Private,89991,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,225913,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-inc,229737,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,37, United-States, >50K
59, Private,145574,FALSE, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,274363,TRUE, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K
59, Private,365390,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,266467,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private,183384,TRUE, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Local-gov,112797,TRUE, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
45, Federal-gov,76008,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private,156780,TRUE, HS-grad,9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, ?, <=50K
42, Local-gov,186909,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
25, Private,25497,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,102771,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
58, Self-emp-not-inc,248841,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
39, Private,30916,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,123270,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Self-emp-not-inc,210165,TRUE, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,222596,TRUE, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Self-emp-inc,188067,TRUE, Some-college,10, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,119592,TRUE, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2824,40, ?, >50K
27, Private,250314,FALSE, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Guatemala, <=50K
60, Private,205934,TRUE, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, Private,186172,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
56, Self-emp-inc,98418,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
36, Private,329980,TRUE, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,40, United-States, >50K
56, Private,147653,TRUE, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
35, ?,195946,TRUE, Some-college,10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
29, Self-emp-inc,168221,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,70, United-States, <=50K
19, Private,151801,FALSE, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,39, United-States, <=50K
38, Private,177154,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov,73883,TRUE, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
52, Private,175714,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
22, Private,43535,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
32, State-gov,104509,TRUE, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private,118230,TRUE, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,152046,TRUE, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
36, Private,52327,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
22, Private,218886,FALSE, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,84119,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private,189674,TRUE, Bachelors,13, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private,222993,TRUE, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, United-States, <=50K
29, Private,47429,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
