instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,delta temp,> avg temp,hum,windspeed,casual,registered,cnt,Casual Percent,Casual > 30%
584,8/6/12,3,1,8,0,1,1,2,0.7525,0.710246,0.042254,TRUE,0.654167,0.129354,1233,5780,7013,0.175816341,FALSE
585,8/7/12,3,1,8,0,2,1,2,0.735833,0.697621,0.038212,TRUE,0.70375,0.116908,1278,5995,7273,0.175718411,FALSE
586,8/8/12,3,1,8,0,3,1,2,0.75,0.707717,0.042283,TRUE,0.672917,0.1107,1263,6271,7534,0.167640032,FALSE
587,8/9/12,3,1,8,0,4,1,1,0.755833,0.699508,0.056325,TRUE,0.620417,0.1561,1196,6090,7286,0.164150425,FALSE
588,8/10/12,3,1,8,0,5,1,2,0.715833,0.667942,0.047891,TRUE,0.715833,0.238813,1065,4721,5786,0.184064984,FALSE
589,8/11/12,3,1,8,0,6,0,2,0.6925,0.638267,0.054233,TRUE,0.732917,0.206479,2247,4052,6299,0.356723289,TRUE
590,8/12/12,3,1,8,0,0,0,1,0.700833,0.644579,0.056254,TRUE,0.530417,0.122512,2182,4362,6544,0.333435208,TRUE
591,8/13/12,3,1,8,0,1,1,1,0.720833,0.662254,0.058579,TRUE,0.545417,0.136212,1207,5676,6883,0.175359582,FALSE
592,8/14/12,3,1,8,0,2,1,1,0.726667,0.676779,0.049888,TRUE,0.686667,0.169158,1128,5656,6784,0.166273585,FALSE
593,8/15/12,3,1,8,0,3,1,1,0.706667,0.654037,0.05263,TRUE,0.619583,0.169771,1198,6149,7347,0.163059752,FALSE
594,8/16/12,3,1,8,0,4,1,1,0.719167,0.654688,0.064479,TRUE,0.519167,0.141796,1338,6267,7605,0.175936884,FALSE
595,8/17/12,3,1,8,0,5,1,1,0.723333,0.2424,0.480933,TRUE,0.570833,0.231354,1483,5665,7148,0.207470621,FALSE
596,8/18/12,3,1,8,0,6,0,1,0.678333,0.618071,0.060262,TRUE,0.603333,0.177867,2827,5038,7865,0.359440559,TRUE
597,8/19/12,3,1,8,0,0,0,2,0.635833,0.603554,0.032279,TRUE,0.711667,0.08645,1208,3341,4549,0.265552869,FALSE
598,8/20/12,3,1,8,0,1,1,2,0.635833,0.595967,0.039866,TRUE,0.734167,0.129979,1026,5504,6530,0.15712098,FALSE
599,8/21/12,3,1,8,0,2,1,1,0.649167,0.601025,0.048142,TRUE,0.67375,0.0727708,1081,5925,7006,0.154296317,FALSE
600,8/22/12,3,1,8,0,3,1,1,0.6675,0.621854,0.045646,TRUE,0.677083,0.0702833,1094,6281,7375,0.148338983,FALSE
601,8/23/12,3,1,8,0,4,1,1,0.695833,0.637008,0.058825,TRUE,0.635833,0.0845958,1363,6402,7765,0.17553123,FALSE
602,8/24/12,3,1,8,0,5,1,2,0.7025,0.6471,0.0554,TRUE,0.615,0.0721458,1325,6257,7582,0.174756001,FALSE
603,8/25/12,3,1,8,0,6,0,2,0.661667,0.618696,0.042971,TRUE,0.712917,0.244408,1829,4224,6053,0.302164216,TRUE
604,8/26/12,3,1,8,0,0,0,2,0.653333,0.595996,0.057337,TRUE,0.845833,0.228858,1483,3772,5255,0.282207422,FALSE
605,8/27/12,3,1,8,0,1,1,1,0.703333,0.654688,0.048645,TRUE,0.730417,0.128733,989,5928,6917,0.142981061,FALSE
606,8/28/12,3,1,8,0,2,1,1,0.728333,0.66605,0.062283,TRUE,0.62,0.190925,935,6105,7040,0.1328125,FALSE
607,8/29/12,3,1,8,0,3,1,1,0.685,0.635733,0.049267,TRUE,0.552083,0.112562,1177,6520,7697,0.152916721,FALSE
608,8/30/12,3,1,8,0,4,1,1,0.706667,0.652779,0.053888,TRUE,0.590417,0.0771167,1172,6541,7713,0.151951251,FALSE
609,8/31/12,3,1,8,0,5,1,1,0.764167,0.6894,0.074767,TRUE,0.5875,0.168533,1433,5917,7350,0.194965986,FALSE
610,9/1/12,3,1,9,0,6,0,2,0.753333,0.702654,0.050679,TRUE,0.638333,0.113187,2352,3788,6140,0.383061889,TRUE
611,9/2/12,3,1,9,0,0,0,2,0.696667,0.649,0.047667,TRUE,0.815,0.0640708,2613,3197,5810,0.449741824,TRUE
612,9/3/12,3,1,9,1,1,0,1,0.7075,0.661629,0.045871,TRUE,0.790833,0.151121,1965,4069,6034,0.325654624,TRUE
613,9/4/12,3,1,9,0,2,1,1,0.725833,0.686888,0.038945,TRUE,0.755,0.236321,867,5997,6864,0.126311189,FALSE
614,9/5/12,3,1,9,0,3,1,1,0.736667,0.708983,0.027684,TRUE,0.74125,0.187808,832,6280,7112,0.116985377,FALSE
615,9/6/12,3,1,9,0,4,1,2,0.696667,0.655329,0.041338,TRUE,0.810417,0.142421,611,5592,6203,0.098500725,FALSE
616,9/7/12,3,1,9,0,5,1,1,0.703333,0.657204,0.046129,TRUE,0.73625,0.171646,1045,6459,7504,0.139259062,FALSE
617,9/8/12,3,1,9,0,6,0,2,0.659167,0.611121,0.048046,TRUE,0.799167,0.281104,1557,4419,5976,0.260542169,FALSE
618,9/9/12,3,1,9,0,0,0,1,0.61,0.578925,0.031075,TRUE,0.5475,0.224496,2570,5657,8227,0.312386046,TRUE
619,9/10/12,3,1,9,0,1,1,1,0.583333,0.565654,0.017679,TRUE,0.50375,0.258713,1118,6407,7525,0.148571429,FALSE
620,9/11/12,3,1,9,0,2,1,1,0.5775,0.554292,0.023208,TRUE,0.52,0.0920542,1070,6697,7767,0.137762328,FALSE
621,9/12/12,3,1,9,0,3,1,1,0.599167,0.570075,0.029092,TRUE,0.577083,0.131846,1050,6820,7870,0.133418043,FALSE
622,9/13/12,3,1,9,0,4,1,1,0.6125,0.579558,0.032942,TRUE,0.637083,0.0827208,1054,6750,7804,0.135058944,FALSE
623,9/14/12,3,1,9,0,5,1,1,0.633333,0.594083,0.03925,TRUE,0.6725,0.103863,1379,6630,8009,0.172181296,FALSE
624,9/15/12,3,1,9,0,6,0,1,0.608333,0.585867,0.022466,TRUE,0.501667,0.247521,3160,5554,8714,0.36263484,TRUE
625,9/16/12,3,1,9,0,0,0,1,0.58,0.563125,0.016875,TRUE,0.57,0.0901833,2166,5167,7333,0.295377063,FALSE
626,9/17/12,3,1,9,0,1,1,2,0.580833,0.55305,0.027783,TRUE,0.734583,0.151742,1022,5847,6869,0.148784394,FALSE
627,9/18/12,3,1,9,0,2,1,2,0.623333,0.565067,0.058266,TRUE,0.8725,0.357587,371,3702,4073,0.09108765,FALSE
628,9/19/12,3,1,9,0,3,1,1,0.5525,0.540404,0.012096,TRUE,0.536667,0.215175,788,6803,7591,0.10380714,FALSE
629,9/20/12,3,1,9,0,4,1,1,0.546667,0.532192,0.014475,TRUE,0.618333,0.118167,939,6781,7720,0.121632124,FALSE
630,9/21/12,3,1,9,0,5,1,1,0.599167,0.571971,0.027196,TRUE,0.66875,0.154229,1250,6917,8167,0.153054977,FALSE
631,9/22/12,3,1,9,0,6,0,1,0.65,0.610488,0.039512,TRUE,0.646667,0.283583,2512,5883,8395,0.29922573,FALSE
632,9/23/12,4,1,9,0,0,0,1,0.529167,0.518933,0.010234,TRUE,0.467083,0.223258,2454,5453,7907,0.310357911,TRUE
633,9/24/12,4,1,9,0,1,1,1,0.514167,0.502513,0.011654,TRUE,0.492917,0.142404,1001,6435,7436,0.134615385,FALSE
634,9/25/12,4,1,9,0,2,1,1,0.55,0.544179,0.005821,TRUE,0.57,0.236321,845,6693,7538,0.1120987,FALSE
635,9/26/12,4,1,9,0,3,1,1,0.635,0.596613,0.038387,TRUE,0.630833,0.2444,787,6946,7733,0.101771628,FALSE
636,9/27/12,4,1,9,0,4,1,2,0.65,0.607975,0.042025,TRUE,0.690833,0.134342,751,6642,7393,0.101582578,FALSE
637,9/28/12,4,1,9,0,5,1,2,0.619167,0.585863,0.033304,TRUE,0.69,0.164179,1045,6370,7415,0.140930546,FALSE
638,9/29/12,4,1,9,0,6,0,1,0.5425,0.530296,0.012204,TRUE,0.542917,0.227604,2589,5966,8555,0.302630041,TRUE
639,9/30/12,4,1,9,0,0,0,1,0.526667,0.517663,0.009004,TRUE,0.583333,0.134958,2015,4874,6889,0.292495282,FALSE
640,10/1/12,4,1,10,0,1,1,2,0.520833,0.512,0.008833,TRUE,0.649167,0.0908042,763,6015,6778,0.11257008,FALSE
641,10/2/12,4,1,10,0,2,1,3,0.590833,0.542333,0.0485,TRUE,0.871667,0.104475,315,4324,4639,0.067902565,FALSE
642,10/3/12,4,1,10,0,3,1,2,0.6575,0.599133,0.058367,TRUE,0.79375,0.0665458,728,6844,7572,0.096143687,FALSE
643,10/4/12,4,1,10,0,4,1,2,0.6575,0.607975,0.049525,TRUE,0.722917,0.117546,891,6437,7328,0.121588428,FALSE
644,10/5/12,4,1,10,0,5,1,1,0.615,0.580187,0.034813,TRUE,0.6275,0.10635,1516,6640,8156,0.185875429,FALSE
645,10/6/12,4,1,10,0,6,0,1,0.554167,0.538521,0.015646,TRUE,0.664167,0.268025,3031,4934,7965,0.380539862,TRUE
646,10/7/12,4,1,10,0,0,0,2,0.415833,0.419813,-0.00398,FALSE,0.708333,0.141162,781,2729,3510,0.222507123,FALSE
647,10/8/12,4,1,10,1,1,0,2,0.383333,0.387608,-0.004275,FALSE,0.709583,0.189679,874,4604,5478,0.15954728,FALSE
648,10/9/12,4,1,10,0,2,1,2,0.446667,0.438112,0.008555,TRUE,0.761667,0.1903,601,5791,6392,0.09402378,FALSE
649,10/10/12,4,1,10,0,3,1,1,0.514167,0.503142,0.011025,TRUE,0.630833,0.187821,780,6911,7691,0.101417241,FALSE
650,10/11/12,4,1,10,0,4,1,1,0.435,0.431167,0.003833,TRUE,0.463333,0.181596,834,6736,7570,0.110171731,FALSE
651,10/12/12,4,1,10,0,5,1,1,0.4375,0.433071,0.004429,TRUE,0.539167,0.235092,1060,6222,7282,0.145564405,FALSE
652,10/13/12,4,1,10,0,6,0,1,0.393333,0.391396,0.001937,TRUE,0.494583,0.146142,2252,4857,7109,0.316781545,TRUE
653,10/14/12,4,1,10,0,0,0,1,0.521667,0.508204,0.013463,TRUE,0.640417,0.278612,2080,4559,6639,0.313300196,TRUE
654,10/15/12,4,1,10,0,1,1,2,0.561667,0.53915,0.022517,TRUE,0.7075,0.296037,760,5115,5875,0.129361702,FALSE
655,10/16/12,4,1,10,0,2,1,1,0.468333,0.460846,0.007487,TRUE,0.558333,0.182221,922,6612,7534,0.122378551,FALSE
656,10/17/12,4,1,10,0,3,1,1,0.455833,0.450108,0.005725,TRUE,0.692917,0.101371,979,6482,7461,0.131215655,FALSE
657,10/18/12,4,1,10,0,4,1,2,0.5225,0.512625,0.009875,TRUE,0.728333,0.236937,1008,6501,7509,0.134238913,FALSE
658,10/19/12,4,1,10,0,5,1,2,0.563333,0.537896,0.025437,TRUE,0.815,0.134954,753,4671,5424,0.138827434,FALSE
659,10/20/12,4,1,10,0,6,0,1,0.484167,0.472842,0.011325,TRUE,0.572917,0.117537,2806,5284,8090,0.34684796,TRUE
660,10/21/12,4,1,10,0,0,0,1,0.464167,0.456429,0.007738,TRUE,0.51,0.166054,2132,4692,6824,0.312426729,TRUE
661,10/22/12,4,1,10,0,1,1,1,0.4875,0.482942,0.004558,TRUE,0.568333,0.0814833,830,6228,7058,0.117597053,FALSE
662,10/23/12,4,1,10,0,2,1,1,0.544167,0.530304,0.013863,TRUE,0.641667,0.0945458,841,6625,7466,0.112643986,FALSE
663,10/24/12,4,1,10,0,3,1,1,0.5875,0.558721,0.028779,TRUE,0.63625,0.0727792,795,6898,7693,0.103340699,FALSE
664,10/25/12,4,1,10,0,4,1,2,0.55,0.529688,0.020312,TRUE,0.800417,0.124375,875,6484,7359,0.118902025,FALSE
665,10/26/12,4,1,10,0,5,1,2,0.545833,0.52275,0.023083,TRUE,0.807083,0.132467,1182,6262,7444,0.158785599,FALSE
666,10/27/12,4,1,10,0,6,0,2,0.53,0.515133,0.014867,TRUE,0.72,0.235692,2643,5209,7852,0.33660214,TRUE
667,10/28/12,4,1,10,0,0,0,2,0.4775,0.467771,0.009729,TRUE,0.694583,0.398008,998,3461,4459,0.223816999,FALSE
668,10/29/12,4,1,10,0,1,1,3,0.44,0.4394,0.0006,TRUE,0.88,0.3582,2,20,22,0.090909091,FALSE
669,10/30/12,4,1,10,0,2,1,2,0.318182,0.309909,0.008273,TRUE,0.825455,0.213009,87,1009,1096,0.079379562,FALSE
670,10/31/12,4,1,10,0,3,1,2,0.3575,0.3611,-0.0036,FALSE,0.666667,0.166667,419,5147,5566,0.075278476,FALSE
671,11/1/12,4,1,11,0,4,1,2,0.365833,0.369942,-0.004109,FALSE,0.581667,0.157346,466,5520,5986,0.077848313,FALSE
672,11/2/12,4,1,11,0,5,1,1,0.355,0.356042,-0.001042,FALSE,0.522083,0.266175,618,5229,5847,0.105695228,FALSE
673,11/3/12,4,1,11,0,6,0,2,0.343333,0.323846,0.019487,TRUE,0.49125,0.270529,1029,4109,5138,0.20027248,FALSE
674,11/4/12,4,1,11,0,0,0,1,0.325833,0.329538,-0.003705,FALSE,0.532917,0.179108,1201,3906,5107,0.235167417,FALSE
675,11/5/12,4,1,11,0,1,1,1,0.319167,0.308075,0.011092,TRUE,0.494167,0.236325,378,4881,5259,0.071876783,FALSE
676,11/6/12,4,1,11,0,2,1,1,0.280833,0.281567,-0.000734,FALSE,0.567083,0.173513,466,5220,5686,0.081955681,FALSE
677,11/7/12,4,1,11,0,3,1,2,0.295833,0.274621,0.021212,TRUE,0.5475,0.304108,326,4709,5035,0.064746773,FALSE
678,11/8/12,4,1,11,0,4,1,1,0.352174,0.341891,0.010283,TRUE,0.333478,0.347835,340,4975,5315,0.063969897,FALSE
679,11/9/12,4,1,11,0,5,1,1,0.361667,0.355413,0.006254,TRUE,0.540833,0.214558,709,5283,5992,0.118324433,FALSE
680,11/10/12,4,1,11,0,6,0,1,0.389167,0.393937,-0.00477,FALSE,0.645417,0.0578458,2090,4446,6536,0.319767442,TRUE
681,11/11/12,4,1,11,0,0,0,1,0.420833,0.421713,-0.00088,FALSE,0.659167,0.1275,2290,4562,6852,0.33420899,TRUE
682,11/12/12,4,1,11,1,1,0,1,0.485,0.475383,0.009617,TRUE,0.741667,0.173517,1097,5172,6269,0.174988036,FALSE
683,11/13/12,4,1,11,0,2,1,2,0.343333,0.323225,0.020108,TRUE,0.662917,0.342046,327,3767,4094,0.079872985,FALSE
684,11/14/12,4,1,11,0,3,1,1,0.289167,0.281563,0.007604,TRUE,0.552083,0.199625,373,5122,5495,0.067879891,FALSE
685,11/15/12,4,1,11,0,4,1,2,0.321667,0.324492,-0.002825,FALSE,0.620417,0.152987,320,5125,5445,0.058769513,FALSE
686,11/16/12,4,1,11,0,5,1,1,0.345,0.347204,-0.002204,FALSE,0.524583,0.171025,484,5214,5698,0.084942085,FALSE
687,11/17/12,4,1,11,0,6,0,1,0.325,0.326383,-0.001383,FALSE,0.545417,0.179729,1313,4316,5629,0.233256351,FALSE
688,11/18/12,4,1,11,0,0,0,1,0.3425,0.337746,0.004754,TRUE,0.692917,0.227612,922,3747,4669,0.197472692,FALSE
689,11/19/12,4,1,11,0,1,1,2,0.380833,0.375621,0.005212,TRUE,0.623333,0.235067,449,5050,5499,0.081651209,FALSE
690,11/20/12,4,1,11,0,2,1,2,0.374167,0.380667,-0.0065,FALSE,0.685,0.082725,534,5100,5634,0.094781683,FALSE
691,11/21/12,4,1,11,0,3,1,1,0.353333,0.364892,-0.011559,FALSE,0.61375,0.103246,615,4531,5146,0.119510299,FALSE
692,11/22/12,4,1,11,1,4,0,1,0.34,0.350371,-0.010371,FALSE,0.580417,0.0528708,955,1470,2425,0.393814433,TRUE
693,11/23/12,4,1,11,0,5,1,1,0.368333,0.378779,-0.010446,FALSE,0.56875,0.148021,1603,2307,3910,0.409974425,TRUE
694,11/24/12,4,1,11,0,6,0,1,0.278333,0.248742,0.029591,TRUE,0.404583,0.376871,532,1745,2277,0.233640755,FALSE
695,11/25/12,4,1,11,0,0,0,1,0.245833,0.257583,-0.01175,FALSE,0.468333,0.1505,309,2115,2424,0.127475248,FALSE
696,11/26/12,4,1,11,0,1,1,1,0.313333,0.339004,-0.025671,FALSE,0.535417,0.04665,337,4750,5087,0.066247297,FALSE
697,11/27/12,4,1,11,0,2,1,2,0.291667,0.281558,0.010109,TRUE,0.786667,0.237562,123,3836,3959,0.031068452,FALSE
698,11/28/12,4,1,11,0,3,1,1,0.296667,0.289762,0.006905,TRUE,0.50625,0.210821,198,5062,5260,0.037642586,FALSE
699,11/29/12,4,1,11,0,4,1,1,0.28087,0.298422,-0.017552,FALSE,0.555652,0.115522,243,5080,5323,0.045650949,FALSE
700,11/30/12,4,1,11,0,5,1,1,0.298333,0.323867,-0.025534,FALSE,0.649583,0.0584708,362,5306,5668,0.063867325,FALSE
701,12/1/12,4,1,12,0,6,0,2,0.298333,0.316904,-0.018571,FALSE,0.806667,0.0597042,951,4240,5191,0.183201695,FALSE
702,12/2/12,4,1,12,0,0,0,2,0.3475,0.359208,-0.011708,FALSE,0.823333,0.124379,892,3757,4649,0.191869219,FALSE
703,12/3/12,4,1,12,0,1,1,1,0.4525,0.455796,-0.003296,FALSE,0.7675,0.0827208,555,5679,6234,0.089027911,FALSE
704,12/4/12,4,1,12,0,2,1,1,0.475833,0.469054,0.006779,TRUE,0.73375,0.174129,551,6055,6606,0.083409022,FALSE
705,12/5/12,4,1,12,0,3,1,1,0.438333,0.428012,0.010321,TRUE,0.485,0.324021,331,5398,5729,0.057776226,FALSE
706,12/6/12,4,1,12,0,4,1,1,0.255833,0.258204,-0.002371,FALSE,0.50875,0.174754,340,5035,5375,0.063255814,FALSE
707,12/7/12,4,1,12,0,5,1,2,0.320833,0.321958,-0.001125,FALSE,0.764167,0.1306,349,4659,5008,0.069688498,FALSE
708,12/8/12,4,1,12,0,6,0,2,0.381667,0.389508,-0.007841,FALSE,0.91125,0.101379,1153,4429,5582,0.20655679,FALSE
709,12/9/12,4,1,12,0,0,0,2,0.384167,0.390146,-0.005979,FALSE,0.905417,0.157975,441,2787,3228,0.1366171,FALSE
710,12/10/12,4,1,12,0,1,1,2,0.435833,0.435575,0.000258,TRUE,0.925,0.190308,329,4841,5170,0.063636364,FALSE
711,12/11/12,4,1,12,0,2,1,2,0.353333,0.338363,0.01497,TRUE,0.596667,0.296037,282,5219,5501,0.051263407,FALSE
712,12/12/12,4,1,12,0,3,1,2,0.2975,0.297338,0.000162,TRUE,0.538333,0.162937,310,5009,5319,0.058281632,FALSE
713,12/13/12,4,1,12,0,4,1,1,0.295833,0.294188,0.001645,TRUE,0.485833,0.174129,425,5107,5532,0.076825741,FALSE
714,12/14/12,4,1,12,0,5,1,1,0.281667,0.294192,-0.012525,FALSE,0.642917,0.131229,429,5182,5611,0.07645696,FALSE
715,12/15/12,4,1,12,0,6,0,1,0.324167,0.338383,-0.014216,FALSE,0.650417,0.10635,767,4280,5047,0.151971468,FALSE
716,12/16/12,4,1,12,0,0,0,2,0.3625,0.369938,-0.007438,FALSE,0.83875,0.100742,538,3248,3786,0.142102483,FALSE
717,12/17/12,4,1,12,0,1,1,2,0.393333,0.4015,-0.008167,FALSE,0.907083,0.0982583,212,4373,4585,0.046237732,FALSE
718,12/18/12,4,1,12,0,2,1,1,0.410833,0.409708,0.001125,TRUE,0.66625,0.221404,433,5124,5557,0.077919741,FALSE
719,12/19/12,4,1,12,0,3,1,1,0.3325,0.342162,-0.009662,FALSE,0.625417,0.184092,333,4934,5267,0.063223847,FALSE
720,12/20/12,4,1,12,0,4,1,2,0.33,0.335217,-0.005217,FALSE,0.667917,0.132463,314,3814,4128,0.076065891,FALSE
721,12/21/12,1,1,12,0,5,1,2,0.326667,0.301767,0.0249,TRUE,0.556667,0.374383,221,3402,3623,0.060999172,FALSE
722,12/22/12,1,1,12,0,6,0,1,0.265833,0.236113,0.02972,TRUE,0.44125,0.407346,205,1544,1749,0.117209834,FALSE
723,12/23/12,1,1,12,0,0,0,1,0.245833,0.259471,-0.013638,FALSE,0.515417,0.133083,408,1379,1787,0.228315613,FALSE
724,12/24/12,1,1,12,0,1,1,2,0.231304,0.2589,-0.027596,FALSE,0.791304,0.0772304,174,746,920,0.189130435,FALSE
725,12/25/12,1,1,12,1,2,0,2,0.291304,0.294465,-0.003161,FALSE,0.734783,0.168726,440,573,1013,0.434353406,TRUE
726,12/26/12,1,1,12,0,3,1,3,0.243333,0.220333,0.023,TRUE,0.823333,0.316546,9,432,441,0.020408163,FALSE
727,12/27/12,1,1,12,0,4,1,2,0.254167,0.226642,0.027525,TRUE,0.652917,0.350133,247,1867,2114,0.116840114,FALSE
728,12/28/12,1,1,12,0,5,1,2,0.253333,0.255046,-0.001713,FALSE,0.59,0.155471,644,2451,3095,0.208077544,FALSE
729,12/29/12,1,1,12,0,6,0,2,0.253333,0.2424,0.010933,TRUE,0.752917,0.124383,159,1182,1341,0.118568233,FALSE
730,12/30/12,1,1,12,0,0,0,1,0.255833,0.2317,0.024133,TRUE,0.483333,0.350754,364,1432,1796,0.202672606,FALSE
731,12/31/12,1,1,12,0,1,1,2,0.215833,0.223487,-0.007654,FALSE,0.5775,0.154846,439,2290,2729,0.160864786,FALSE
